,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6225537,AR,10,NO-COUNTRY,0
6225646,AT,18,NO-COUNTRY,0
6226127,AU,62,NO-COUNTRY,0
6226706,BE,37,NO-COUNTRY,0
6227574,CA,117,NO-COUNTRY,0
6229618,CH,183,NO-COUNTRY,0
6230853,CS,5,NO-COUNTRY,0
6230896,CU,1,NO-COUNTRY,0
6235810,DE,1055,NO-COUNTRY,0
6244554,DK,53,NO-COUNTRY,0
6244803,ES,4,NO-COUNTRY,0
6244964,FI,7,NO-COUNTRY,0
6246459,FR,434,NO-COUNTRY,0
6250428,GB,505,NO-COUNTRY,0
6252965,HK,6,NO-COUNTRY,0
6253296,HU,227,NO-COUNTRY,0
6253642,IE,6,NO-COUNTRY,0
6253737,IL,26,NO-COUNTRY,0
6253949,IN,10,NO-COUNTRY,0
6253965,IQ,1,NO-COUNTRY,0
6254377,IT,206,NO-COUNTRY,0
6265001,JP,1773,NO-COUNTRY,0
6282957,KR,6,NO-COUNTRY,0
6282992,LI,1,NO-COUNTRY,0
6283083,MX,5,NO-COUNTRY,0
6283628,NL,63,NO-COUNTRY,0
6284389,NO,7,NO-COUNTRY,0
6284495,NZ,11,NO-COUNTRY,0
6284556,PE,1,NO-COUNTRY,0
6284842,SE,65,NO-COUNTRY,0
6285718,SG,2,NO-COUNTRY,0
6286088,SU,151,NO-COUNTRY,0
6287109,TW,2,NO-COUNTRY,0
6307040,US,4148,NO-COUNTRY,0
6347605,YU,16,NO-COUNTRY,0
6347649,ZA,6,NO-COUNTRY,0
