,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7118225,AR,4,NO-COUNTRY,0
7118533,AT,317,NO-COUNTRY,0
7119286,AU,131,NO-COUNTRY,0
7120037,BE,106,NO-COUNTRY,0
7120348,BG,46,NO-COUNTRY,0
7120426,BR,25,NO-COUNTRY,0
7120475,BS,1,NO-COUNTRY,0
7122023,CA,655,NO-COUNTRY,0
7124948,CH,403,NO-COUNTRY,0
7125747,CL,1,NO-COUNTRY,0
7125835,CN,16,NO-COUNTRY,0
7125874,CO,1,NO-COUNTRY,0
7125963,CS,25,NO-COUNTRY,0
7136986,DE,3932,NO-COUNTRY,0
7143697,DK,55,NO-COUNTRY,0
7143922,ES,44,NO-COUNTRY,0
7144387,FI,131,NO-COUNTRY,0
7148402,FR,1119,NO-COUNTRY,0
7153703,GB,968,NO-COUNTRY,0
7155545,GR,2,NO-COUNTRY,0
7155589,HK,9,NO-COUNTRY,0
7156018,HU,74,NO-COUNTRY,0
7156195,IE,28,NO-COUNTRY,0
7156612,IL,78,NO-COUNTRY,0
7156821,IN,11,NO-COUNTRY,0
7156834,IS,1,NO-COUNTRY,0
7158277,IT,453,NO-COUNTRY,0
7193427,JP,12638,NO-COUNTRY,0
7212192,KR,61,NO-COUNTRY,0
7212305,LI,4,NO-COUNTRY,0
7212325,LU,29,NO-COUNTRY,0
7212366,MC,1,NO-COUNTRY,0
7212396,MX,12,NO-COUNTRY,0
7213602,NL,252,NO-COUNTRY,0
7214191,NO,32,NO-COUNTRY,0
7214329,NZ,24,NO-COUNTRY,0
7214391,PH,2,NO-COUNTRY,0
7214444,PL,4,NO-COUNTRY,0
7214468,PT,2,NO-COUNTRY,0
7214479,SA,3,NO-COUNTRY,0
7215096,SE,344,NO-COUNTRY,0
7215743,SG,1,NO-COUNTRY,0
7216212,SU,276,NO-COUNTRY,0
7216940,TW,204,NO-COUNTRY,0
7267789,US,15278,NO-COUNTRY,0
7301599,UY,2,NO-COUNTRY,0
7301652,VE,3,NO-COUNTRY,0
7301683,YU,10,NO-COUNTRY,0
7301787,ZA,60,NO-COUNTRY,0
