,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6019581,AR,4,NO-COUNTRY,0
6019741,AT,159,NO-COUNTRY,0
6020158,AU,85,NO-COUNTRY,0
6020621,BE,78,NO-COUNTRY,0
6020777,BG,15,NO-COUNTRY,0
6020809,BR,18,NO-COUNTRY,0
6020839,BS,1,NO-COUNTRY,0
6021505,CA,391,NO-COUNTRY,0
6023539,CH,303,NO-COUNTRY,0
6024250,CO,2,NO-COUNTRY,0
6024351,CS,29,NO-COUNTRY,0
6031776,DE,2637,NO-COUNTRY,0
6036277,DK,48,NO-COUNTRY,0
6036374,EG,4,NO-COUNTRY,0
6036412,ES,16,NO-COUNTRY,0
6036547,FI,58,NO-COUNTRY,0
6038980,FR,649,NO-COUNTRY,0
6042308,GB,704,NO-COUNTRY,0
6043613,GR,5,NO-COUNTRY,0
6043627,HK,1,NO-COUNTRY,0
6044094,HU,50,NO-COUNTRY,0
6044197,IE,13,NO-COUNTRY,0
6044339,IL,28,NO-COUNTRY,0
6044419,IN,1,NO-COUNTRY,0
6045292,IT,245,NO-COUNTRY,0
6058996,JP,5004,NO-COUNTRY,0
6066505,LI,12,NO-COUNTRY,0
6066523,LU,41,NO-COUNTRY,0
6066587,MX,18,NO-COUNTRY,0
6067351,NL,118,NO-COUNTRY,0
6067698,NO,25,NO-COUNTRY,0
6067786,NZ,14,NO-COUNTRY,0
6067833,PA,1,NO-COUNTRY,0
6067844,PH,4,NO-COUNTRY,0
6067894,PL,23,NO-COUNTRY,0
6067942,PT,1,NO-COUNTRY,0
6067944,PY,3,NO-COUNTRY,0
6067955,RO,4,NO-COUNTRY,0
6068430,SE,277,NO-COUNTRY,0
6069726,SU,294,NO-COUNTRY,0
6070117,TN,1,NO-COUNTRY,0
6070162,TW,19,NO-COUNTRY,0
6100102,US,10784,NO-COUNTRY,0
6122752,VE,3,NO-COUNTRY,0
6122770,YU,8,NO-COUNTRY,0
6122821,ZA,22,NO-COUNTRY,0
